Timestamp,Temperature_C,Humidity_%,Light_raw
10-09-2026 17:55:20,23.4,49.0,44
10-09-2026 17:55:22,23.4,49.0,52
10-09-2026 17:55:24,23.4,49.0,47
10-09-2026 17:55:26,23.4,49.0,36
10-09-2026 17:55:28,23.4,49.0,55
10-09-2026 17:55:30,23.4,49.0,41
10-09-2026 17:55:32,23.4,49.0,54
10-09-2026 17:55:34,23.4,49.0,44
10-09-2026 17:55:37,23.4,49.0,53
10-09-2026 17:55:39,23.4,49.0,42
10-09-2026 17:55:41,23.4,49.0,45
10-09-2026 17:55:43,23.4,49.0,50
10-09-2026 17:55:45,23.4,49.0,48
10-09-2026 17:55:47,23.4,49.0,53
10-09-2026 17:55:49,23.4,49.0,35
10-09-2026 17:55:51,23.4,49.0,50
10-09-2026 17:55:53,23.4,49.0,48
10-09-2026 17:55:55,23.4,49.0,42
10-09-2026 17:55:57,23.4,49.0,55
10-09-2026 17:55:59,23.4,49.0,46
10-09-2026 17:56:01,23.4,49.0,42
10-09-2026 17:56:03,23.4,49.0,55
10-09-2026 17:56:05,23.4,49.0,42
10-09-2026 17:56:07,23.4,49.0,37
10-09-2026 17:56:09,23.4,49.0,49
10-09-2026 17:56:11,23.4,49.0,42
10-09-2026 17:56:13,23.4,49.0,45
10-09-2026 17:56:15,23.4,49.0,54
10-09-2026 17:56:17,23.4,49.0,39
10-09-2026 17:56:19,23.4,49.0,54
10-09-2026 17:56:21,23.4,49.0,41
10-09-2026 17:56:23,23.4,49.0,52
10-09-2026 17:56:25,23.4,49.0,52
10-09-2026 17:56:27,23.4,49.0,43
10-09-2026 17:56:29,23.4,49.0,47
10-09-2026 17:56:31,23.4,49.0,45
10-09-2026 17:56:33,23.4,49.0,53
10-09-2026 17:56:35,23.4,49.0,44
10-09-2026 17:56:37,23.4,49.0,52
10-09-2026 17:56:39,23.4,49.0,53
10-09-2026 17:56:41,23.4,49.0,44
10-09-2026 17:56:43,23.4,49.0,50
10-09-2026 17:56:45,23.4,49.0,50
10-09-2026 17:56:48,23.4,49.0,40
10-09-2026 17:56:50,23.4,49.0,45
10-09-2026 17:56:52,23.4,49.0,55
10-09-2026 17:56:54,23.4,49.0,41
10-09-2026 17:56:56,23.4,49.0,52
10-09-2026 17:56:58,23.4,49.0,56
10-09-2026 17:57:00,23.4,49.0,44
10-09-2026 17:57:02,23.4,49.0,46
10-09-2026 17:57:04,23.4,49.0,48
10-09-2026 17:57:06,23.4,49.0,41
10-09-2026 17:57:08,23.4,49.0,52
10-09-2026 17:57:10,23.4,49.0,42
10-09-2026 17:57:12,23.4,49.0,54
10-09-2026 17:57:14,23.4,49.0,45
10-09-2026 17:57:16,23.4,49.0,44
10-09-2026 17:57:18,23.4,49.0,56
10-09-2026 17:57:20,23.4,49.0,35
10-09-2026 17:57:22,23.4,49.0,58
10-09-2026 17:57:24,23.4,49.0,44
10-09-2026 17:57:26,23.4,49.0,49
10-09-2026 17:57:28,23.4,49.0,46
10-09-2026 17:57:30,23.4,49.0,44
10-09-2026 17:57:32,23.4,49.0,56
10-09-2026 17:57:34,23.4,49.0,49
10-09-2026 17:57:36,23.4,49.0,40
10-09-2026 17:57:38,23.4,49.0,55
10-09-2026 17:57:40,23.4,49.0,42
10-09-2026 17:57:42,23.4,49.0,46
10-09-2026 17:57:44,23.4,49.0,53
10-09-2026 17:57:46,23.4,49.0,40
10-09-2026 17:57:48,23.4,49.0,52
10-09-2026 17:57:50,23.4,49.0,52
10-09-2026 17:57:52,23.4,49.0,38
10-09-2026 17:57:54,23.4,49.0,52
10-09-2026 17:57:56,23.4,49.0,42
10-09-2026 17:57:58,23.4,49.0,41
10-09-2026 17:58:01,23.4,49.0,52
10-09-2026 17:58:03,23.4,49.0,36
10-09-2026 17:58:05,23.4,49.0,54
10-09-2026 17:58:07,23.4,49.0,42
10-09-2026 17:58:09,23.4,49.0,52
10-09-2026 17:58:11,23.4,49.0,43
10-09-2026 17:58:13,23.3,49.0,54
10-09-2026 17:58:15,23.3,49.0,45
10-09-2026 17:58:17,23.2,49.0,52
10-09-2026 17:58:19,23.2,49.0,46
10-09-2026 17:58:21,23.2,49.0,49
10-09-2026 17:58:23,23.2,49.0,43
10-09-2026 17:58:25,23.2,49.0,50
10-09-2026 17:58:27,23.2,49.0,39
10-09-2026 17:58:29,23.1,49.0,54
10-09-2026 17:58:31,23.1,49.0,42
10-09-2026 17:58:33,23.1,49.0,53
10-09-2026 17:58:35,23.1,49.0,43
10-09-2026 17:58:37,23.1,49.0,47
10-09-2026 17:58:39,23.1,49.0,53
10-09-2026 17:58:41,23.0,49.0,44
10-09-2026 17:58:43,23.0,49.0,46
10-09-2026 17:58:45,23.0,49.0,57
10-09-2026 17:58:47,23.0,49.0,45
10-09-2026 17:58:49,23.0,49.0,49
10-09-2026 17:58:51,23.0,49.0,52
10-09-2026 17:58:53,23.0,49.0,39
10-09-2026 17:58:55,23.0,49.0,54
10-09-2026 17:58:57,23.0,49.0,47
10-09-2026 17:58:59,23.0,49.0,45
10-09-2026 17:59:01,23.0,49.0,54
10-09-2026 17:59:03,23.0,49.0,42
10-09-2026 17:59:05,23.0,49.0,47
10-09-2026 17:59:07,23.0,49.0,48
10-09-2026 17:59:09,23.0,49.0,40
10-09-2026 17:59:12,23.0,49.0,49
10-09-2026 17:59:14,23.0,49.0,43
10-09-2026 17:59:16,23.0,49.0,46
10-09-2026 17:59:18,23.0,49.0,52
10-09-2026 17:59:20,23.0,49.0,45
10-09-2026 17:59:22,23.0,49.0,45
10-09-2026 17:59:24,23.0,49.0,53
10-09-2026 17:59:26,23.0,49.0,47
10-09-2026 17:59:28,23.0,48.0,41
10-09-2026 17:59:30,23.0,48.0,55
10-09-2026 17:59:32,23.0,48.0,42
10-09-2026 17:59:34,23.0,48.0,37
10-09-2026 17:59:36,23.0,48.0,48
10-09-2026 17:59:38,23.0,48.0,50
10-09-2026 17:59:40,23.0,49.0,42
10-09-2026 17:59:42,23.0,49.0,54
10-09-2026 17:59:44,23.0,49.0,46
10-09-2026 17:59:46,23.0,49.0,36
10-09-2026 17:59:48,23.0,49.0,48
10-09-2026 17:59:50,23.0,49.0,50
10-09-2026 17:59:52,23.0,49.0,39
10-09-2026 17:59:54,23.0,49.0,48
10-09-2026 17:59:56,23.0,49.0,52
10-09-2026 17:59:58,23.0,49.0,37
10-09-2026 18:00:00,23.0,49.0,45
10-09-2026 18:00:02,23.0,49.0,45
10-09-2026 18:00:04,23.0,49.0,38
10-09-2026 18:00:06,23.0,49.0,33
10-09-2026 18:00:08,23.0,49.0,48
10-09-2026 18:00:10,23.0,49.0,49
10-09-2026 18:00:12,23.0,49.0,39
10-09-2026 18:00:14,23.0,49.0,38
10-09-2026 18:00:16,23.0,49.0,50
10-09-2026 18:00:18,23.0,49.0,43
10-09-2026 18:00:20,23.0,49.0,38
10-09-2026 18:00:22,23.0,49.0,52
10-09-2026 18:00:25,23.0,49.0,37
10-09-2026 18:00:27,23.0,49.0,43
10-09-2026 18:00:29,23.0,48.0,43
10-09-2026 18:00:31,23.0,48.0,42
10-09-2026 18:00:33,23.0,48.0,49
10-09-2026 18:00:35,23.0,48.0,38
10-09-2026 18:00:37,23.0,48.0,41
10-09-2026 18:00:39,23.0,48.0,48
10-09-2026 18:00:41,23.0,48.0,33
10-09-2026 18:00:43,23.0,48.0,43
10-09-2026 18:00:45,23.0,48.0,50
10-09-2026 18:00:47,23.0,48.0,42
10-09-2026 18:00:49,23.0,48.0,36
10-09-2026 18:00:51,23.0,48.0,39
10-09-2026 18:00:53,23.0,48.0,50
10-09-2026 18:00:55,23.0,48.0,37
10-09-2026 18:00:57,23.0,48.0,33
10-09-2026 18:00:59,23.0,48.0,47
10-09-2026 18:01:01,23.0,48.0,48
10-09-2026 18:01:03,23.0,48.0,37
10-09-2026 18:01:05,23.0,48.0,41
10-09-2026 18:01:07,23.0,48.0,45
10-09-2026 18:01:09,23.0,48.0,47
10-09-2026 18:01:11,23.0,48.0,42
10-09-2026 18:01:13,23.0,48.0,35
10-09-2026 18:01:15,23.0,48.0,45
10-09-2026 18:01:17,23.0,48.0,43
10-09-2026 18:01:19,23.0,48.0,37
10-09-2026 18:01:21,23.0,48.0,34
10-09-2026 18:01:23,23.0,48.0,48
10-09-2026 18:01:25,23.0,48.0,39
10-09-2026 18:01:27,23.0,48.0,37
10-09-2026 18:01:29,23.0,48.0,42
10-09-2026 18:01:31,23.0,48.0,36
10-09-2026 18:01:33,23.0,48.0,42
10-09-2026 18:01:36,23.0,48.0,49
10-09-2026 18:01:38,23.0,48.0,36
10-09-2026 18:01:40,23.0,48.0,36
10-09-2026 18:01:42,23.0,48.0,40
10-09-2026 18:01:44,23.0,48.0,41
10-09-2026 18:01:46,23.0,48.0,37
10-09-2026 18:01:48,23.0,48.0,37
10-09-2026 18:01:50,23.0,48.0,52
10-09-2026 18:01:52,23.0,48.0,48
10-09-2026 18:01:54,23.0,48.0,35
10-09-2026 18:01:56,23.0,48.0,40
10-09-2026 18:01:58,23.0,48.0,50
10-09-2026 18:02:00,23.0,48.0,36
10-09-2026 18:02:02,23.0,48.0,45
10-09-2026 18:02:04,23.0,48.0,43
10-09-2026 18:02:06,23.0,48.0,38
10-09-2026 18:02:08,23.0,48.0,52
10-09-2026 18:02:10,23.0,48.0,36
10-09-2026 18:02:12,23.0,48.0,52
10-09-2026 18:02:14,23.0,48.0,35
10-09-2026 18:02:16,23.0,48.0,45
10-09-2026 18:02:18,23.0,48.0,47
10-09-2026 18:02:20,23.0,48.0,34
10-09-2026 18:02:22,23.0,48.0,46
10-09-2026 18:02:24,23.0,48.0,40
10-09-2026 18:02:26,23.0,48.0,36
10-09-2026 18:02:28,23.0,48.0,43
10-09-2026 18:02:30,23.0,48.0,48
10-09-2026 18:02:32,23.0,48.0,35
10-09-2026 18:02:34,23.0,48.0,48
10-09-2026 18:02:36,23.0,48.0,48
10-09-2026 18:02:38,23.0,48.0,36
10-09-2026 18:02:40,23.0,48.0,42
10-09-2026 18:02:42,23.0,48.0,47
10-09-2026 18:02:44,23.0,48.0,42
10-09-2026 18:02:47,23.0,48.0,38
10-09-2026 18:02:49,23.0,48.0,50
10-09-2026 18:02:51,23.0,48.0,42
10-09-2026 18:02:53,23.0,48.0,35
10-09-2026 18:02:55,23.0,48.0,47
10-09-2026 18:02:57,23.0,48.0,37
10-09-2026 18:02:59,23.0,48.0,47
10-09-2026 18:03:01,23.0,48.0,39
10-09-2026 18:03:03,23.0,48.0,42
10-09-2026 18:03:05,23.0,48.0,49
10-09-2026 18:03:07,23.0,48.0,41
10-09-2026 18:03:09,23.0,48.0,38
10-09-2026 18:03:11,23.0,48.0,43
10-09-2026 18:03:13,23.0,48.0,50
10-09-2026 18:03:15,23.0,48.0,42
10-09-2026 18:03:17,23.0,48.0,38
10-09-2026 18:03:19,23.0,48.0,50
10-09-2026 18:03:21,23.0,48.0,43
10-09-2026 18:03:23,23.0,48.0,42
10-09-2026 18:03:25,23.0,48.0,51
10-09-2026 18:03:27,23.0,48.0,33
10-09-2026 18:03:29,23.0,48.0,51
10-09-2026 18:03:31,23.0,48.0,40
10-09-2026 18:03:33,23.0,48.0,51
10-09-2026 18:03:35,23.0,48.0,37
10-09-2026 18:03:37,23.0,48.0,51
10-09-2026 18:03:39,23.0,48.0,38
10-09-2026 18:03:41,23.0,48.0,50
10-09-2026 18:03:43,23.0,48.0,37
10-09-2026 18:03:45,23.0,48.0,45
10-09-2026 18:03:47,23.0,48.0,52
10-09-2026 18:03:49,23.0,48.0,38
10-09-2026 18:03:51,23.0,48.0,44
10-09-2026 18:03:53,23.0,48.0,50
10-09-2026 18:03:55,23.0,48.0,41
10-09-2026 18:03:57,23.0,48.0,38
10-09-2026 18:04:00,23.0,48.0,51
10-09-2026 18:04:02,23.0,48.0,50
10-09-2026 18:04:04,23.0,48.0,38
10-09-2026 18:04:06,23.0,48.0,37
10-09-2026 18:04:08,23.0,48.0,48
10-09-2026 18:04:10,23.0,48.0,45
10-09-2026 18:04:12,23.0,48.0,38
10-09-2026 18:04:14,23.0,48.0,42
10-09-2026 18:04:16,23.0,48.0,52
10-09-2026 18:04:18,23.0,48.0,39
10-09-2026 18:04:20,23.0,47.0,46
10-09-2026 18:04:22,23.0,47.0,52
10-09-2026 18:04:24,23.0,47.0,34
10-09-2026 18:04:26,23.0,47.0,50
10-09-2026 18:04:28,23.0,47.0,45
10-09-2026 18:04:30,23.0,47.0,37
10-09-2026 18:04:32,23.0,47.0,50
10-09-2026 18:04:34,23.0,47.0,51
10-09-2026 18:04:36,23.0,47.0,44
10-09-2026 18:04:38,23.0,47.0,40
10-09-2026 18:04:40,23.0,47.0,50
10-09-2026 18:04:42,23.0,48.0,45
10-09-2026 18:04:44,23.0,48.0,42
10-09-2026 18:04:46,23.0,48.0,41
10-09-2026 18:04:48,23.0,48.0,52
10-09-2026 18:04:50,23.0,48.0,45
10-09-2026 18:04:52,23.0,48.0,38
10-09-2026 18:04:54,23.0,48.0,46
10-09-2026 18:04:56,23.0,48.0,53
10-09-2026 18:04:58,23.0,48.0,45
10-09-2026 18:05:00,23.0,48.0,38
10-09-2026 18:05:02,23.0,48.0,56
10-09-2026 18:05:04,23.0,48.0,45
10-09-2026 18:05:06,23.0,48.0,48
10-09-2026 18:05:08,23.0,48.0,56
10-09-2026 18:05:11,23.0,48.0,37
10-09-2026 18:05:13,23.0,48.0,54
10-09-2026 18:05:15,23.0,48.0,36
10-09-2026 18:05:17,23.0,48.0,54
10-09-2026 18:05:19,23.0,48.0,39
10-09-2026 18:05:21,23.0,48.0,49
10-09-2026 18:05:23,23.0,48.0,39
10-09-2026 18:05:25,23.0,48.0,52
10-09-2026 18:05:27,23.0,48.0,39
10-09-2026 18:05:29,23.0,48.0,54
10-09-2026 18:05:31,23.0,48.0,39
10-09-2026 18:05:33,23.0,48.0,48
10-09-2026 18:05:35,23.0,48.0,43
10-09-2026 18:05:37,23.0,48.0,44
10-09-2026 18:05:39,23.0,48.0,54
10-09-2026 18:05:41,23.0,48.0,41
10-09-2026 18:05:43,23.0,48.0,45
10-09-2026 18:05:45,23.0,48.0,50
10-09-2026 18:05:47,23.0,48.0,41
10-09-2026 18:05:49,23.0,48.0,39
10-09-2026 18:05:51,23.0,48.0,47
10-09-2026 18:05:53,23.0,48.0,41
10-09-2026 18:05:55,23.0,48.0,44
10-09-2026 18:05:57,23.0,48.0,50
10-09-2026 18:05:59,23.0,48.0,48
10-09-2026 18:06:01,23.0,48.0,42
10-09-2026 18:06:03,23.0,48.0,52
10-09-2026 18:06:05,23.0,48.0,48
10-09-2026 18:06:07,23.0,48.0,41
10-09-2026 18:06:09,23.0,48.0,43
10-09-2026 18:06:11,23.0,48.0,56
10-09-2026 18:06:13,23.0,48.0,41
10-09-2026 18:06:15,23.0,48.0,41
10-09-2026 18:06:17,23.0,48.0,51
10-09-2026 18:06:19,23.0,48.0,41
10-09-2026 18:06:22,23.0,48.0,37
10-09-2026 18:06:24,23.0,48.0,50
10-09-2026 18:06:26,23.0,48.0,40
10-09-2026 18:06:28,23.0,48.0,48
10-09-2026 18:06:30,23.0,48.0,48
10-09-2026 18:06:32,23.0,48.0,36
10-09-2026 18:06:34,23.0,48.0,52
10-09-2026 18:06:36,23.0,48.0,33
10-09-2026 18:06:38,23.0,48.0,52
10-09-2026 18:06:40,23.0,48.0,36
10-09-2026 18:06:42,23.0,48.0,46
10-09-2026 18:06:44,23.0,48.0,47
10-09-2026 18:06:46,23.0,48.0,39
10-09-2026 18:06:48,23.0,48.0,49
10-09-2026 18:06:50,23.0,48.0,34
10-09-2026 18:06:52,23.0,48.0,43
10-09-2026 18:06:54,23.0,48.0,49
10-09-2026 18:06:56,23.0,48.0,37
10-09-2026 18:06:58,23.0,48.0,47
10-09-2026 18:07:00,23.0,48.0,53
10-09-2026 18:07:02,23.0,48.0,39
10-09-2026 18:07:04,23.0,48.0,46
10-09-2026 18:07:06,23.0,48.0,53
10-09-2026 18:07:08,23.0,48.0,38
10-09-2026 18:07:10,23.0,48.0,48
10-09-2026 18:07:12,23.0,48.0,47
10-09-2026 18:07:14,23.0,48.0,38
10-09-2026 18:07:16,23.0,48.0,50
10-09-2026 18:07:18,23.0,48.0,37
10-09-2026 18:07:20,23.0,48.0,50
10-09-2026 18:07:22,23.0,48.0,40
10-09-2026 18:07:24,23.0,48.0,51
10-09-2026 18:07:26,23.0,48.0,38
10-09-2026 18:07:28,23.0,48.0,46
10-09-2026 18:07:30,23.0,48.0,39
10-09-2026 18:07:32,23.0,48.0,48
10-09-2026 18:07:35,23.0,48.0,38
10-09-2026 18:07:37,23.0,48.0,52
10-09-2026 18:07:39,23.0,48.0,38
10-09-2026 18:07:41,23.0,48.0,52
10-09-2026 18:07:43,23.0,48.0,42
10-09-2026 18:07:45,23.0,48.0,46
10-09-2026 18:07:47,23.0,48.0,39
10-09-2026 18:07:49,23.0,48.0,48
10-09-2026 18:07:51,23.0,48.0,48
10-09-2026 18:07:53,23.0,48.0,47
10-09-2026 18:07:55,23.0,48.0,50
10-09-2026 18:07:57,23.0,48.0,41
10-09-2026 18:07:59,23.0,48.0,50
10-09-2026 18:08:01,23.0,48.0,42
10-09-2026 18:08:03,23.0,48.0,53
10-09-2026 18:08:05,23.0,48.0,46
10-09-2026 18:08:07,23.0,48.0,42
10-09-2026 18:08:09,23.0,48.0,53
10-09-2026 18:08:11,23.0,48.0,42
10-09-2026 18:08:13,23.0,48.0,48
10-09-2026 18:08:15,23.0,48.0,38
10-09-2026 18:08:17,23.0,48.0,42
10-09-2026 18:08:19,23.0,48.0,49
10-09-2026 18:08:21,23.0,48.0,38
10-09-2026 18:08:23,23.0,48.0,40
10-09-2026 18:08:25,23.0,52.0,24
10-09-2026 18:08:27,23.4,59.0,53
10-09-2026 18:08:29,23.4,59.0,34
10-09-2026 18:08:31,23.4,59.0,53
10-09-2026 18:08:33,23.4,58.0,35
10-09-2026 18:08:35,23.4,57.0,53
10-09-2026 18:08:37,23.4,55.0,42
10-09-2026 18:08:39,23.4,54.0,49
10-09-2026 18:08:41,23.4,54.0,48
10-09-2026 18:08:43,23.4,53.0,38
10-09-2026 18:08:46,23.4,53.0,50
10-09-2026 18:08:48,23.4,52.0,36
10-09-2026 18:08:50,23.4,52.0,53
10-09-2026 18:08:52,23.4,52.0,40
10-09-2026 18:08:54,23.4,51.0,53
10-09-2026 18:08:56,23.4,51.0,39
10-09-2026 18:08:58,23.4,50.0,48
10-09-2026 18:09:00,23.4,50.0,40
10-09-2026 18:09:02,23.4,50.0,36
10-09-2026 18:09:04,23.4,49.0,46
10-09-2026 18:09:06,23.4,49.0,44
10-09-2026 18:09:08,23.4,49.0,39
10-09-2026 18:09:10,23.4,49.0,50
10-09-2026 18:09:12,23.4,49.0,38
10-09-2026 18:09:14,23.4,49.0,50
10-09-2026 18:09:16,23.4,49.0,40
10-09-2026 18:09:18,23.4,49.0,50
10-09-2026 18:09:20,23.4,49.0,47
10-09-2026 18:09:22,23.4,49.0,34
10-09-2026 18:09:24,23.4,49.0,42
10-09-2026 18:09:26,23.4,49.0,48
10-09-2026 18:09:28,23.4,49.0,32
10-09-2026 18:09:30,23.4,49.0,46
10-09-2026 18:09:32,23.4,49.0,52
10-09-2026 18:09:34,23.4,48.0,37
10-09-2026 18:09:36,23.4,48.0,50
10-09-2026 18:09:38,23.4,48.0,39
10-09-2026 18:09:40,23.4,48.0,45
10-09-2026 18:09:42,23.4,48.0,40
10-09-2026 18:09:44,23.4,48.0,48
10-09-2026 18:09:46,23.4,48.0,46
10-09-2026 18:09:48,23.4,48.0,42
10-09-2026 18:09:50,23.4,48.0,43
10-09-2026 18:09:52,23.4,48.0,45
10-09-2026 18:09:54,23.4,48.0,38
10-09-2026 18:09:57,23.3,48.0,49
10-09-2026 18:09:59,23.3,48.0,34
10-09-2026 18:10:01,23.2,48.0,51
10-09-2026 18:10:03,23.2,48.0,42
10-09-2026 18:10:05,23.2,48.0,46
10-09-2026 18:10:07,23.1,48.0,42
10-09-2026 18:10:09,23.1,48.0,50
10-09-2026 18:10:11,23.1,48.0,36
10-09-2026 18:10:13,23.1,48.0,46
10-09-2026 18:10:15,23.1,48.0,44
10-09-2026 18:10:17,23.0,48.0,39
10-09-2026 18:10:19,23.0,48.0,47
10-09-2026 18:10:21,23.0,48.0,34
10-09-2026 18:10:23,23.0,48.0,47
10-09-2026 18:10:25,23.0,48.0,45
10-09-2026 18:10:27,23.0,48.0,45
10-09-2026 18:10:29,23.0,48.0,52
10-09-2026 18:10:31,23.0,48.0,39
10-09-2026 18:10:33,23.0,48.0,47
10-09-2026 18:10:35,23.0,48.0,46
10-09-2026 18:10:37,23.0,48.0,37
10-09-2026 18:10:39,23.0,48.0,52
10-09-2026 18:10:41,23.0,48.0,40
10-09-2026 18:10:43,23.0,48.0,46
10-09-2026 18:10:45,23.0,48.0,48
10-09-2026 18:10:47,23.0,48.0,37
10-09-2026 18:10:49,23.0,48.0,48
10-09-2026 18:10:51,23.0,48.0,42
10-09-2026 18:10:53,23.0,48.0,50
10-09-2026 18:10:55,23.0,48.0,40
10-09-2026 18:10:57,23.0,48.0,46
10-09-2026 18:10:59,23.0,48.0,45
10-09-2026 18:11:01,23.0,48.0,42
10-09-2026 18:11:03,23.0,48.0,49
10-09-2026 18:11:05,23.0,48.0,37
10-09-2026 18:11:07,23.0,48.0,50
10-09-2026 18:11:10,23.0,48.0,38
10-09-2026 18:11:12,23.0,48.0,42
10-09-2026 18:11:14,23.0,48.0,47
10-09-2026 18:11:16,23.0,48.0,42
10-09-2026 18:11:18,23.0,48.0,38
10-09-2026 18:11:20,23.0,48.0,56
10-09-2026 18:11:22,23.0,48.0,41
10-09-2026 18:11:24,23.0,48.0,39
10-09-2026 18:11:26,23.0,48.0,42
10-09-2026 18:11:28,23.0,48.0,34
10-09-2026 18:11:30,23.0,48.0,48
10-09-2026 18:11:32,23.0,48.0,37
10-09-2026 18:11:34,23.0,48.0,44
10-09-2026 18:11:36,23.0,48.0,50
10-09-2026 18:11:38,23.0,48.0,40
10-09-2026 18:11:40,23.0,48.0,49
10-09-2026 18:11:42,23.0,48.0,48
10-09-2026 18:11:44,23.0,48.0,37
10-09-2026 18:11:46,23.0,48.0,53
10-09-2026 18:11:48,23.0,48.0,49
10-09-2026 18:11:50,23.0,48.0,42
10-09-2026 18:11:52,23.0,48.0,37
10-09-2026 18:11:54,23.0,48.0,44
10-09-2026 18:11:56,23.0,48.0,53
10-09-2026 18:11:58,23.0,48.0,44
10-09-2026 18:12:00,23.0,48.0,34
10-09-2026 18:12:02,23.0,48.0,38
10-09-2026 18:12:04,23.0,48.0,56
10-09-2026 18:12:06,23.0,48.0,50
10-09-2026 18:12:08,23.0,48.0,40
10-09-2026 18:12:10,23.0,48.0,37
10-09-2026 18:12:12,23.0,48.0,50
10-09-2026 18:12:14,23.0,48.0,49
10-09-2026 18:12:16,23.0,48.0,40
10-09-2026 18:12:18,23.0,48.0,40
10-09-2026 18:12:21,23.0,48.0,42
10-09-2026 18:12:23,23.0,48.0,49
10-09-2026 18:12:25,23.0,48.0,46
10-09-2026 18:12:27,23.0,48.0,39
10-09-2026 18:12:29,23.0,48.0,38
10-09-2026 18:12:31,23.0,48.0,43
10-09-2026 18:12:33,23.0,48.0,47
10-09-2026 18:12:35,23.0,48.0,37
10-09-2026 18:12:37,23.0,48.0,42
10-09-2026 18:12:39,23.0,48.0,56
10-09-2026 18:12:41,23.0,48.0,49
10-09-2026 18:12:43,23.0,48.0,34
10-09-2026 18:12:45,23.0,48.0,42
10-09-2026 18:12:47,23.0,48.0,44
10-09-2026 18:12:49,23.0,48.0,50
10-09-2026 18:12:51,23.0,48.0,42
10-09-2026 18:12:53,23.0,48.0,42
10-09-2026 18:12:55,23.0,48.0,53
10-09-2026 18:12:57,23.0,48.0,37
